SELECT date, ordering, pref_label::varchar(20),
       birthyear, extract(year from date) - birthyear AS age
FROM registers
JOIN register_plays ON (register_id = registers.id)
JOIN play_person USING (play_id)
JOIN person ON (person_id = person.id)
ORDER BY date
    date    | ordering |      pref_label      | birthyear | age 
 1693-08-04 |        2 | Montfleury           |      1639 |  54
 1693-08-05 |        1 | Jean-Baptiste Poquel |      1622 |  71
 1693-08-06 |        2 | Jean-Baptiste Poquel |      1622 |  71
 1693-08-06 |        1 | Corneille (Pierre)   |      1606 |  87
 1693-08-07 |        1 | Du Fresny (Charles)  |      1648 |  45
 1693-08-07 |        2 | Jean-Baptiste Poquel |      1622 |  71
 1693-08-08 |        2 | Hauteroche (Noël Leb |           |    
 1693-08-08 |        1 | Pradon (Nicolas)     |      1632 |  61
 1693-08-09 |        2 | Florent Carton dit D |      1661 |  32
 1693-08-09 |        1 | Du Fresny (Charles)  |      1648 |  45
 1693-08-10 |        2 | Florent Carton dit D |      1661 |  32
 1693-08-10 |        1 | Scarron (Paul)       |      1610 |  83
 1693-08-11 |        1 | Péchantrés (Nicolas  |           |    
 1693-08-11 |        2 | Florent Carton dit D |      1661 |  32
 1693-08-12 |        1 | Du Fresny (Charles)  |      1648 |  45
 1693-08-12 |        2 | Jean Racine          |      1639 |  54
 1693-08-13 |        2 | Hauteroche (Noël Leb |           |    
 1693-08-13 |        1 | Corneille (Pierre)   |      1606 |  87
 1693-08-14 |        2 | Palaprat (Jean de)   |           |    
 1693-08-14 |        1 | Jean Racine          |      1639 |  54
 1693-08-16 |        2 | Palaprat (Jean de)   |           |    
 1693-08-16 |        1 | Jean-Baptiste Poquel |      1622 |  71
 1693-08-17 |        2 | Jean-Baptiste Poquel |      1622 |  71
 1693-08-17 |        1 | Jean Racine          |      1639 |  54
 1693-08-18 |        1 | Du Fresny (Charles)  |      1648 |  45
 1693-08-18 |        2 | Florent Carton dit D |      1661 |  32
 1693-08-19 |        2 | La Fontaine (Jean de |      1621 |  72
 1693-08-19 |        1 | Pradon (Nicolas)     |      1632 |  61
 1693-08-20 |        1 | Corneille (Thomas)   |      1625 |  68
 1693-08-21 |        2 | Jean-Baptiste Poquel |      1622 |  71
 1693-08-21 |        1 | Campistron (Jean Gal |      1656 |  37
 1693-08-22 |        1 | Jean-Baptiste Poquel |      1622 |  71
 1693-08-22 |        2 | Florent Carton dit D |      1661 |  32
 1693-08-23 |        1 | Corneille (Pierre)   |      1606 |  87
 1693-08-23 |        2 | Desmarres            |           |    
 1693-08-24 |        1 | Corneille (Pierre)   |      1606 |  87
 1693-08-24 |        2 | La Fontaine (Jean de |      1621 |  72
 1693-08-24 |        2 | Charles Chevillet    |           |    
 1693-08-25 |        2 | Palaprat (Jean de)   |           |    
 1693-08-25 |        1 | Tristan L'Hermite    |      1601 |  92
 1693-08-26 |        1 | Jean-Baptiste Poquel |      1622 |  71
 1693-08-26 |        2 | Jean-Baptiste Poquel |      1622 |  71
 1693-08-27 |        1 | Jean Racine          |      1639 |  54
 1693-08-27 |        2 | Jean-Baptiste Poquel |      1622 |  71
 1693-08-28 |        1 | Jean-Baptiste Poquel |      1622 |  71
 1693-08-28 |        1 | arrangée et versifié |           |    
 1693-08-29 |        1 | Corneille (Pierre)   |      1606 |  87
 1693-08-29 |        2 | Poisson (Raymond)    |      1630 |  63
 1693-08-30 |        2 | Jean-Baptiste Poquel |      1622 |  71
 1693-08-30 |        1 | Jean-Baptiste Poquel |      1622 |  71
 1693-08-31 |        1 | Rotrou (Jean de)     |      1609 |  84
 1693-08-31 |        2 | La Fontaine (Jean de |      1621 |  72
 1693-08-31 |        2 | Charles Chevillet    |           |    
 1693-09-01 |        2 | Jean Racine          |      1639 |  54
 1693-09-01 |        1 | Jean-Baptiste Poquel |      1622 |  71
 1693-09-02 |        1 | Campistron (Jean Gal |      1656 |  37
 1693-09-02 |        2 | Florent Carton dit D |      1661 |  32
 1693-09-03 |        2 | Champmeslé (Charles  |           |    
 1693-09-03 |        2 | La Fontaine (Jean de |      1621 |  72
 1693-09-03 |        1 | La Chapelle (Jean de |      1651 |  42
 1693-09-04 |        2 | La Chapelle (Jean de |      1651 |  42
 1693-09-04 |        1 | Jean-Baptiste Poquel |      1622 |  71
 1693-09-05 |        1 | Jean-Baptiste Poquel |      1622 |  71
 1693-09-06 |        1 | Corneille (Pierre)   |      1606 |  87
 1693-09-06 |        2 | Champmeslé (Charles  |           |    
 1693-09-06 |        2 | La Fontaine (Jean de |      1621 |  72
 1693-09-07 |        1 | Jean-Baptiste Poquel |      1622 |  71
 1693-09-09 |        1 | Jean Racine          |      1639 |  54
 1693-09-09 |        2 | Charles Chevillet    |           |    
 1693-09-10 |        1 | Boursault (Edme)     |      1638 |  55
 1693-09-11 |        2 | La Fontaine (Jean de |      1621 |  72
 1693-09-11 |        1 | Jean Racine          |      1639 |  54
 1693-09-12 |        1 | Florent Carton dit D |      1661 |  32
 1693-09-13 |        2 | Florent Carton dit D |      1661 |  32
 1693-09-13 |        1 | Corneille (Pierre)   |      1606 |  87
 1693-09-14 |        1 | Jean-Baptiste Poquel |      1622 |  71
 1693-09-15 |        2 | Florent Carton dit D |      1661 |  32
 1693-09-15 |        1 | Du Ryer (Pierre)     |      1605 |  88
 1693-09-16 |        1 | Jean-Baptiste Poquel |      1622 |  71
 1693-09-17 |        1 | Jean Racine          |      1639 |  54
 1693-09-17 |        2 | Jean-Baptiste Poquel |      1622 |  71
 1693-09-18 |        1 | Florent Carton dit D |      1661 |  32
 1693-09-19 |        1 | Jean-Baptiste Poquel |      1622 |  71
 1693-09-20 |        1 | Jean-Baptiste Poquel |      1622 |  71
 1693-09-20 |        2 | Hauteroche (Noël Leb |           |    
 1693-09-21 |        1 | Montfleury           |      1639 |  54
 1693-09-22 |        1 | Jean-Baptiste Poquel |      1622 |  71
 1693-09-23 |        2 | Jean-Baptiste Poquel |      1622 |  71
 1693-09-23 |        1 | Jean-Baptiste Poquel |      1622 |  71
 1693-09-24 |        1 | Jean-Baptiste Poquel |      1622 |  71
 1693-09-25 |        2 | Jean-Baptiste Poquel |      1622 |  71
 1693-09-25 |        1 | Jean-Baptiste Poquel |      1622 |  71
 1693-09-26 |        1 | Montfleury           |      1639 |  54
 1693-09-26 |        2 | Hauteroche (Noël Leb |           |    
 1693-09-27 |        2 | Jean-Baptiste Poquel |      1622 |  71
 1693-09-27 |        1 | Jean-Baptiste Poquel |      1622 |  71
 1693-09-28 |        1 | Jean Racine          |      1639 |  54
 1693-09-28 |        2 | Jean-Baptiste Poquel |      1622 |  71
 1693-09-29 |        1 | Michel Boyron        |           |    
 1693-09-30 |        1 | Jean-Baptiste Poquel |      1622 |  71
 1693-09-30 |        2 | Jean-Baptiste Poquel |      1622 |  71
 1693-10-01 |        1 | Jean Racine          |      1639 |  54
 1693-10-01 |        2 | Jean-Baptiste Poquel |      1622 |  71
 1693-10-02 |        1 | Jean-Baptiste Poquel |      1622 |  71
 1693-10-02 |        2 | Jean Racine          |      1639 |  54
 1693-10-03 |        1 | Jean-Baptiste Poquel |      1622 |  71
 1693-10-03 |        2 | Jean-Baptiste Poquel |      1622 |  71
 1693-10-04 |        1 | Michel Boyron        |           |    
 1693-10-05 |        1 | Jean-Baptiste Poquel |      1622 |  71
 1693-10-05 |        2 | Jean-Baptiste Poquel |      1622 |  71
 1693-10-06 |        1 | arrangée et versifié |           |    
 1693-10-06 |        1 | Jean-Baptiste Poquel |      1622 |  71
 1693-10-07 |        1 | Scarron (Paul)       |      1610 |  83
 1693-10-08 |        2 | Jean Racine          |      1639 |  54
 1693-10-08 |        1 | Jean-Baptiste Poquel |      1622 |  71
 1693-10-09 |        2 | Jean-Baptiste Poquel |      1622 |  71
 1693-10-09 |        1 | Jean-Baptiste Poquel |      1622 |  71
 1693-10-10 |        1 | Jean-Baptiste Poquel |      1622 |  71
 1693-10-10 |        2 | Poisson (Raymond)    |      1630 |  63
 1693-10-11 |        1 | arrangée et versifié |           |    
 1693-10-11 |        1 | Jean-Baptiste Poquel |      1622 |  71
 1693-10-12 |        1 | Jean-Baptiste Poquel |      1622 |  71
 1693-10-12 |        2 | Jean-Baptiste Poquel |      1622 |  71
 1693-10-13 |        2 | Jean-Baptiste Poquel |      1622 |  71
 1693-10-13 |        1 | Jean-Baptiste Poquel |      1622 |  71
 1693-10-14 |        1 | Scarron (Paul)       |      1610 |  83
 1693-10-15 |        1 | Jean-Baptiste Poquel |      1622 |  71
 1693-10-15 |        2 | Jean-Baptiste Poquel |      1622 |  71
 1693-10-16 |        1 | Jean-Baptiste Poquel |      1622 |  71
 1693-10-17 |        1 | Jean-Baptiste Poquel |      1622 |  71
 1693-10-18 |        1 | Jean-Baptiste Poquel |      1622 |  71
 1693-10-19 |        1 | Scarron (Paul)       |      1610 |  83
 1693-10-20 |        2 | Jean Racine          |      1639 |  54
 1693-10-20 |        1 | Jean-Baptiste Poquel |      1622 |  71
 1693-10-21 |        1 | Jean-Baptiste Poquel |      1622 |  71
 1693-10-21 |        2 | Poisson (Raymond)    |      1630 |  63
 1693-10-22 |        2 | Hauteroche (Noël Leb |           |    
 1693-10-22 |        1 | Scarron (Paul)       |      1610 |  83
 1693-10-23 |        2 | Jean-Baptiste Poquel |      1622 |  71
 1693-10-23 |        1 | Campistron (Jean Gal |      1656 |  37
 1693-10-24 |        2 | Florent Carton dit D |      1661 |  32
 1693-10-24 |        1 | Quinault (Philippe)  |      1635 |  58
 1693-10-25 |        2 | Florent Carton dit D |      1661 |  32
 1693-10-25 |        1 | Jean Racine          |      1639 |  54
 1693-10-26 |        1 | Jean-Baptiste Poquel |      1622 |  71
 1693-10-27 |        2 | Florent Carton dit D |      1661 |  32
 1693-10-27 |        1 | Péchantrés (Nicolas  |           |    
 1693-10-28 |        1 | Péchantrés (Nicolas  |           |    
 1693-10-28 |        2 | Florent Carton dit D |      1661 |  32
 1693-10-29 |        2 | Hauteroche (Noël Leb |           |    
 1693-10-29 |        1 | Péchantrés (Nicolas  |           |    
 1693-10-30 |        1 | Boursault (Edme)     |      1638 |  55
 1693-10-31 |        1 | Jean-Baptiste Poquel |      1622 |  71
 1693-11-02 |        2 | Charles Chevillet    |           |    
 1693-11-02 |        1 | Jean Racine          |      1639 |  54
 1693-11-03 |        2 | Jean-Baptiste Poquel |      1622 |  71
 1693-11-03 |        1 | Florent Carton dit D |      1661 |  32
 1693-11-04 |        2 | Jean-Baptiste Poquel |      1622 |  71
 1693-11-04 |        1 | Jean Racine          |      1639 |  54
 1693-11-05 |        1 | Florent Carton dit D |      1661 |  32
 1693-11-05 |        2 | Jean-Baptiste Poquel |      1622 |  71
 1693-11-06 |        1 | Corneille (Pierre)   |      1606 |  87
 1693-11-06 |        2 | Florent Carton dit D |      1661 |  32
 1693-11-07 |        1 | Corneille (Thomas)   |      1625 |  68
 1693-11-07 |        2 | Florent Carton dit D |      1661 |  32
 1693-11-08 |        1 | Jean-Baptiste Poquel |      1622 |  71
 1693-11-08 |        1 | arrangée et versifié |           |    
 1693-11-09 |        1 | Jean-Baptiste Poquel |      1622 |  71
 1693-11-10 |        2 | La Fontaine (Jean de |      1621 |  72
 1693-11-10 |        1 | Jean Racine          |      1639 |  54
 1693-11-11 |        2 | La Fontaine (Jean de |      1621 |  72
 1693-11-11 |        2 | Charles Chevillet    |           |    
 1693-11-11 |        1 | Jean-Baptiste Poquel |      1622 |  71
 1693-11-12 |        1 | Jean-Baptiste Poquel |      1622 |  71
 1693-11-13 |        1 | Scarron (Paul)       |      1610 |  83
 1693-11-14 |        1 | Jean-Baptiste Poquel |      1622 |  71
 1693-11-15 |        1 | Corneille (Pierre)   |      1606 |  87
 1693-11-15 |        2 | Hauteroche (Noël Leb |           |    
 1693-11-16 |        1 | Jean-Baptiste Poquel |      1622 |  71
 1693-11-17 |        1 | Corneille (Pierre)   |      1606 |  87
 1693-11-17 |        2 | Jean-Baptiste Poquel |      1622 |  71
 1693-11-18 |        1 | Anonyme              |           |    
 1693-11-19 |        1 | Scarron (Paul)       |      1610 |  83
 1693-11-20 |        1 | Anonyme              |           |    
 1693-11-21 |        1 | Michel Boyron        |           |    
 1693-11-22 |        1 | Anonyme              |           |    
 1693-11-23 |        2 | Jean-Baptiste Poquel |      1622 |  71
 1693-11-23 |        1 | Jean Racine          |      1639 |  54
 1693-11-24 |        2 | Jean-Baptiste Poquel |      1622 |  71
 1693-11-24 |        1 | Corneille (Pierre)   |      1606 |  87
 1693-11-25 |        1 | Jean-Baptiste Poquel |      1622 |  71
 1693-11-26 |        2 | Jean-Baptiste Poquel |      1622 |  71
 1693-11-26 |        1 | Corneille (Pierre)   |      1606 |  87
 1693-11-27 |        1 | Quinault (Philippe)  |      1635 |  58
 1693-11-27 |        2 | Jean-Baptiste Poquel |      1622 |  71
 1693-11-28 |        2 | Hauteroche (Noël Leb |           |    
 1693-11-28 |        1 | Jean Racine          |      1639 |  54
 1693-11-29 |        1 | Jean-Baptiste Poquel |      1622 |  71
 1693-11-29 |        2 | Hauteroche (Noël Leb |           |    
 1693-11-30 |        1 | Jean-Baptiste Poquel |      1622 |  71
 1693-12-01 |        1 | Corneille (Pierre)   |      1606 |  87
 1693-12-01 |        2 | Poisson (Raymond)    |      1630 |  63
 1693-12-02 |        1 | Jean-Baptiste Poquel |      1622 |  71
 1693-12-03 |        2 | Florent Carton dit D |      1661 |  32
 1693-12-03 |        1 | Anonyme              |           |    
 1693-12-04 |        2 | Palaprat (Jean de)   |           |    
 1693-12-04 |        1 | Jean-Baptiste Poquel |      1622 |  71
 1693-12-05 |        2 | Jean-Baptiste Poquel |      1622 |  71
 1693-12-05 |        1 | Jean Racine          |      1639 |  54
 1693-12-06 |        1 | Jean-Baptiste Poquel |      1622 |  71
 1693-12-06 |        2 | Palaprat (Jean de)   |           |    
 1693-12-07 |        1 | Montfleury           |      1639 |  54
 1693-12-09 |        1 | Jean Racine          |      1639 |  54
 1693-12-09 |        2 | Jean Racine          |      1639 |  54
 1693-12-10 |        1 | Montfleury           |      1639 |  54
 1693-12-11 |        2 | Jean-Baptiste Poquel |      1622 |  71
 1693-12-11 |        1 | Corneille (Pierre)   |      1606 |  87
 1693-12-12 |        1 | Jean-Baptiste Poquel |      1622 |  71
 1693-12-13 |        1 | Montfleury           |      1639 |  54
 1693-12-14 |        2 | Jean-Baptiste Poquel |      1622 |  71
 1693-12-14 |        1 | Jean Racine          |      1639 |  54
 1693-12-15 |        1 | Scarron (Paul)       |      1610 |  83
 1693-12-16 |        1 | Brueys (David-August |      1640 |  53
 1693-12-17 |        1 | Corneille (Pierre)   |      1606 |  87
 1693-12-17 |        2 | Florent Carton dit D |      1661 |  32
 1693-12-18 |        1 | Brueys (David-August |      1640 |  53
 1693-12-19 |        2 | Florent Carton dit D |      1661 |  32
 1693-12-19 |        1 | Anonyme              |           |    
 1693-12-20 |        1 | Brueys (David-August |      1640 |  53
 1693-12-21 |        1 | Jean-Baptiste Poquel |      1622 |  71
 1693-12-22 |        1 | Brueys (David-August |      1640 |  53
 1693-12-23 |        2 | Palaprat (Jean de)   |           |    
 1693-12-23 |        1 | Jean-Baptiste Poquel |      1622 |  71
 1693-12-26 |        1 | Brueys (David-August |      1640 |  53
 1693-12-27 |        1 | Jean-Baptiste Poquel |      1622 |  71
 1693-12-27 |        2 | Palaprat (Jean de)   |           |    
 1693-12-28 |        1 | Brueys (David-August |      1640 |  53
 1693-12-29 |        2 | Hauteroche (Noël Leb |           |    
 1693-12-29 |        1 | Jean Racine          |      1639 |  54
 1693-12-30 |        1 | Brueys (David-August |      1640 |  53
 1693-12-31 |        1 | Jean-Baptiste Poquel |      1622 |  71
 1693-12-31 |        2 | Jean-Baptiste Poquel |      1622 |  71
 1694-01-01 |        1 | Brueys (David-August |      1640 |  54
 1694-01-02 |        1 | Montfleury           |      1639 |  55
 1694-01-03 |        2 | Hauteroche (Noël Leb |           |    
 1694-01-03 |        1 | Brueys (David-August |      1640 |  54
 1694-01-04 |        2 | Jean-Baptiste Poquel |      1622 |  72
 1694-01-04 |        1 | Jean Racine          |      1639 |  55
 1694-01-05 |        2 | Hauteroche (Noël Leb |           |    
 1694-01-05 |        1 | Palaprat (Jean de)   |           |    
 1694-01-06 |        1 | Montfleury           |      1639 |  55
 1694-01-07 |        1 | Montfleury           |      1639 |  55
 1694-01-08 |        1 | La Grange-Chancel (F |      1677 |  17
 1694-01-09 |        1 | Florent Carton dit D |      1661 |  33
 1694-01-10 |        1 | La Grange-Chancel (F |      1677 |  17
 1694-01-11 |        1 | Jean-Baptiste Poquel |      1622 |  72
 1694-01-11 |        2 | Charles Chevillet    |           |    
 1694-01-11 |        2 | La Fontaine (Jean de |      1621 |  73
 1694-01-12 |        1 | La Grange-Chancel (F |      1677 |  17
 1694-01-12 |        2 | La Fontaine (Jean de |      1621 |  73
 1694-01-13 |        1 | Jean-Baptiste Poquel |      1622 |  72
 1694-01-14 |        1 | La Grange-Chancel (F |      1677 |  17
 1694-01-14 |        2 | Jean-Baptiste Poquel |      1622 |  72
 1694-01-15 |        2 | Florent Carton dit D |      1661 |  33
 1694-01-15 |        1 | Brueys (David-August |      1640 |  54
 1694-01-16 |        2 | Jean-Baptiste Poquel |      1622 |  72
 1694-01-16 |        1 | La Grange-Chancel (F |      1677 |  17
 1694-01-17 |        1 | Brueys (David-August |      1640 |  54
 1694-01-17 |        2 | Palaprat (Jean de)   |           |    
 1694-01-18 |        2 | Florent Carton dit D |      1661 |  33
 1694-01-18 |        1 | Rotrou (Jean de)     |      1609 |  85
 1694-01-19 |        1 | Corneille (Thomas)   |      1625 |  69
 1694-01-19 |        2 | Hauteroche (Noël Leb |           |    
 1694-01-20 |        1 | Jean-Baptiste Poquel |      1622 |  72
 1694-01-21 |        1 | Campistron (Jean Gal |      1656 |  38
 1694-01-21 |        2 | Florent Carton dit D |      1661 |  33
 1694-01-22 |        2 | Jean-Baptiste Poquel |      1622 |  72
 1694-01-22 |        1 | Jean-Baptiste Poquel |      1622 |  72
 1694-01-23 |        2 | Jean-Baptiste Poquel |      1622 |  72
 1694-01-23 |        1 | Campistron (Jean Gal |      1656 |  38
 1694-01-24 |        2 | Jean-Baptiste Poquel |      1622 |  72
 1694-01-24 |        1 | Rotrou (Jean de)     |      1609 |  85
 1694-01-25 |        1 | Jean-Baptiste Poquel |      1622 |  72
 1694-01-26 |        1 | Corneille (Pierre)   |      1606 |  88
 1694-01-26 |        2 | Hauteroche (Noël Leb |           |    
 1694-01-27 |        1 | Du Fresny (Charles)  |      1648 |  46
 1694-01-28 |        2 | Jean Racine          |      1639 |  55
 1694-01-28 |        1 | Corneille (Pierre)   |      1606 |  88
 1694-01-29 |        1 | Jean-Baptiste Poquel |      1622 |  72
 1694-01-30 |        1 | Du Fresny (Charles)  |      1648 |  46
 1694-01-31 |        2 | Florent Carton dit D |      1661 |  33
 1694-01-31 |        1 | Jean-Baptiste Poquel |      1622 |  72
 1694-02-01 |        1 | Du Fresny (Charles)  |      1648 |  46
 1694-02-03 |        1 | Du Fresny (Charles)  |      1648 |  46
 1694-02-04 |        1 | Péchantrés (Nicolas  |           |    
 1694-02-04 |        2 | Florent Carton dit D |      1661 |  33
 1694-02-05 |        1 | Montfleury           |      1639 |  55
 1694-02-06 |        1 | Du Fresny (Charles)  |      1648 |  46
 1694-02-07 |        2 | Palaprat (Jean de)   |           |    
 1694-02-07 |        1 | Brueys (David-August |      1640 |  54
 1694-02-08 |        1 | Hauteroche (Noël Leb |           |    
 1694-02-09 |        2 | Florent Carton dit D |      1661 |  33
 1694-02-09 |        1 | Corneille (Pierre)   |      1606 |  88
 1694-02-10 |        1 | arrangée et versifié |           |    
 1694-02-10 |        1 | Jean-Baptiste Poquel |      1622 |  72
 1694-02-11 |        1 | Boursault (Edme)     |      1638 |  56
 1694-02-12 |        1 | Corneille (Pierre)   |      1606 |  88
 1694-02-12 |        2 | Florent Carton dit D |      1661 |  33
 1694-02-13 |        1 | Longepierre (Hilaire |      1659 |  35
 1694-02-14 |        1 | Jean-Baptiste Poquel |      1622 |  72
 1694-02-14 |        2 | Palaprat (Jean de)   |           |    
 1694-02-15 |        1 | Longepierre (Hilaire |      1659 |  35
 1694-02-16 |        1 | Hauteroche (Noël Leb |           |    
 1694-02-16 |        2 | La Fontaine (Jean de |      1621 |  73
 1694-02-17 |        1 | Longepierre (Hilaire |      1659 |  35
 1694-02-18 |        1 | Anonyme              |           |    
 1694-02-19 |        1 | Longepierre (Hilaire |      1659 |  35
 1694-02-20 |        2 | Florent Carton dit D |      1661 |  33
 1694-02-20 |        1 | Montfleury           |      1639 |  55
 1694-02-21 |        2 | Palaprat (Jean de)   |           |    
 1694-02-21 |        1 | Longepierre (Hilaire |      1659 |  35
 1694-02-22 |        1 | Jean-Baptiste Poquel |      1622 |  72
 1694-02-23 |        1 | Jean-Baptiste Poquel |      1622 |  72
 1694-02-23 |        2 | Palaprat (Jean de)   |           |    
 1694-02-24 |        1 | Rotrou (Jean de)     |      1609 |  85
 1694-02-24 |        2 | Hauteroche (Noël Leb |           |    
 1694-02-25 |        2 | La Fontaine (Jean de |      1621 |  73
 1694-02-25 |        1 | Longepierre (Hilaire |      1659 |  35
 1694-02-26 |        1 | Montfleury           |      1639 |  55
 1694-02-26 |        2 | Jean-Baptiste Poquel |      1622 |  72
 1694-02-27 |        1 | Longepierre (Hilaire |      1659 |  35
 1694-02-27 |        2 | Hauteroche (Noël Leb |           |    
 1694-02-28 |        2 | Palaprat (Jean de)   |           |    
 1694-02-28 |        1 | Jean-Baptiste Poquel |      1622 |  72
 1694-03-01 |        2 | Jean-Baptiste Poquel |      1622 |  72
 1694-03-01 |        1 | Jean Racine          |      1639 |  55
 1694-03-02 |        1 | Brueys (David-August |      1640 |  54
 1694-03-02 |        2 | Palaprat (Jean de)   |           |    
 1694-03-03 |        1 | Longepierre (Hilaire |      1659 |  35
 1694-03-03 |        2 | Hauteroche (Noël Leb |           |    
 1694-03-04 |        1 | Michel Boyron        |           |    
 1694-03-05 |        2 | Jean Racine          |      1639 |  55
 1694-03-05 |        1 | Montfleury           |      1639 |  55
 1694-03-06 |        1 | Jean-Baptiste Poquel |      1622 |  72
 1694-03-07 |        2 | Florent Carton dit D |      1661 |  33
 1694-03-07 |        1 | Longepierre (Hilaire |      1659 |  35
 1694-03-08 |        2 | Jean-Baptiste Poquel |      1622 |  72
 1694-03-08 |        1 | Palaprat (Jean de)   |           |    
 1694-03-09 |        1 | Michel Boyron        |           |    
 1694-03-10 |        1 | Jean-Baptiste Poquel |      1622 |  72
 1694-03-11 |        1 | Longepierre (Hilaire |      1659 |  35
 1694-03-11 |        2 | Florent Carton dit D |      1661 |  33
 1694-03-12 |        2 | Hauteroche (Noël Leb |           |    
 1694-03-12 |        1 | Jean-Baptiste Poquel |      1622 |  72
 1694-03-13 |        1 | Michel Boyron        |           |    
 1694-03-14 |        1 | Jean Racine          |      1639 |  55
 1694-03-14 |        2 | Hauteroche (Noël Leb |           |    
 1694-03-15 |        2 | Palaprat (Jean de)   |           |    
 1694-03-15 |        1 | Quinault (Philippe)  |      1635 |  59
 1694-03-16 |        1 | Jean-Baptiste Poquel |      1622 |  72
 1694-03-17 |        1 | Jean-Baptiste Poquel |      1622 |  72
 1694-03-18 |        2 | Jean Racine          |      1639 |  55
 1694-03-18 |        1 | Longepierre (Hilaire |      1659 |  35
 1694-03-19 |        1 | Jean-Baptiste Poquel |      1622 |  72
 1694-03-20 |        1 | Montfleury           |      1639 |  55
 1694-03-21 |        1 | Longepierre (Hilaire |      1659 |  35
 1694-03-21 |        2 | Florent Carton dit D |      1661 |  33
 1694-03-22 |        2 | Palaprat (Jean de)   |           |    
 1694-03-22 |        1 | Brueys (David-August |      1640 |  54
 1694-03-23 |        1 | Rotrou (Jean de)     |      1609 |  85
 1694-03-23 |        2 | Jean-Baptiste Poquel |      1622 |  72
 1694-03-24 |        2 | Jean-Baptiste Poquel |      1622 |  72
 1694-03-24 |        1 | Longepierre (Hilaire |      1659 |  35
 1694-03-26 |        2 | Palaprat (Jean de)   |           |    
 1694-03-26 |        1 | Jean-Baptiste Poquel |      1622 |  72
 1694-03-27 |        1 | Corneille (Pierre)   |      1606 |  88
 1694-03-27 |        2 | Florent Carton dit D |      1661 |  33
 1694-04-19 |        1 | Jean-Baptiste Poquel |      1622 |  72
 1694-04-20 |        1 | Michel Boyron        |           |    
 1694-04-21 |        2 | Jean-Baptiste Poquel |      1622 |  72
 1694-04-21 |        1 | Jean Racine          |      1639 |  55
 1694-04-22 |        2 | Jean-Baptiste Poquel |      1622 |  72
 1694-04-22 |        1 | Jean Racine          |      1639 |  55
 1694-04-23 |        1 | Scarron (Paul)       |      1610 |  84
 1694-04-24 |        2 | La Fontaine (Jean de |      1621 |  73
 1694-04-24 |        1 | Longepierre (Hilaire |      1659 |  35
 1694-04-25 |        2 | Hauteroche (Noël Leb |           |    
 1694-04-25 |        1 | Brueys (David-August |      1640 |  54
 1694-04-26 |        2 | Jean-Baptiste Poquel |      1622 |  72
 1694-04-26 |        1 | Campistron (Jean Gal |      1656 |  38
 1694-04-27 |        1 | Jean-Baptiste Poquel |      1622 |  72
 1694-04-28 |        2 | Florent Carton dit D |      1661 |  33
 1694-04-28 |        1 | Longepierre (Hilaire |      1659 |  35
 1694-04-29 |        1 | Montfleury           |      1639 |  55
 1694-04-30 |        1 | arrangée et versifié |           |    
 1694-04-30 |        1 | Jean-Baptiste Poquel |      1622 |  72
 1694-05-01 |        1 | Rotrou (Jean de)     |      1609 |  85
 1694-05-01 |        2 | Charles Chevillet    |           |    
 1694-05-01 |        2 | La Fontaine (Jean de |      1621 |  73
 1694-05-02 |        2 | Jean-Baptiste Poquel |      1622 |  72
 1694-05-02 |        1 | Corneille (Pierre)   |      1606 |  88
 1694-05-03 |        1 | Jean-Baptiste Poquel |      1622 |  72
 1694-05-03 |        2 | Charles Chevillet    |           |    
 1694-05-03 |        2 | La Fontaine (Jean de |      1621 |  73
 1694-05-04 |        2 | Montfleury           |      1639 |  55
 1694-05-04 |        1 | Corneille (Pierre)   |      1606 |  88
 1694-05-05 |        1 | Jean-Baptiste Poquel |      1622 |  72
 1694-05-05 |        2 | Palaprat (Jean de)   |           |    
 1694-05-06 |        2 | Florent Carton dit D |      1661 |  33
 1694-05-06 |        1 | Campistron (Jean Gal |      1656 |  38
 1694-05-07 |        1 | Palaprat (Jean de, s |           |    
 1694-05-08 |        1 | Jean Racine          |      1639 |  55
 1694-05-08 |        2 | Palaprat (Jean de, s |           |    
 1694-05-09 |        1 | Palaprat (Jean de, s |           |    
 1694-05-10 |        2 | Palaprat (Jean de)   |           |    
 1694-05-10 |        1 | Jean Racine          |      1639 |  55
 1694-05-11 |        1 | Palaprat (Jean de, s |           |    
 1694-05-12 |        2 | Hauteroche (Noël Leb |           |    
 1694-05-12 |        1 | Corneille (Pierre)   |      1606 |  88
 1694-05-13 |        1 | Palaprat (Jean de, s |           |    
 1694-05-14 |        1 | Pradon (Nicolas)     |      1632 |  62
 1694-05-14 |        2 | Hauteroche (Noël Leb |           |    
 1694-05-15 |        1 | Corneille (Pierre)   |      1606 |  88
 1694-05-16 |        1 | Tristan L'Hermite    |      1601 |  93
 1694-05-16 |        2 | Desmarres            |           |    
 1694-05-17 |        1 | Jean-Baptiste Poquel |      1622 |  72
 1694-05-18 |        1 | Péchantrés (Nicolas  |           |    
 1694-05-18 |        2 | La Tuillerie (Jean-F |           |    
 1694-05-19 |        1 | Campistron (Jean Gal |      1656 |  38
 1694-05-19 |        2 | Du Fresny (Charles)  |      1648 |  46
 1694-05-21 |        2 | Du Fresny (Charles)  |      1648 |  46
 1694-05-21 |        1 | Campistron (Jean Gal |      1656 |  38
 1694-05-22 |        1 | Boursault (Edme)     |      1638 |  56
